ID,Positively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
Seq_38502,0.118,0.176,0.412,0.0,0.118,0.118,0.412,0.176,0.471
Seq_38503,0.118,0.118,0.412,0.0,0.059,0.118,0.412,0.176,0.529
Seq_38504,0.176,0.118,0.353,0.0,0.059,0.176,0.353,0.235,0.471
Seq_38505,0.176,0.176,0.294,0.0,0.118,0.176,0.353,0.235,0.412
Seq_38506,0.176,0.176,0.353,0.0,0.118,0.176,0.412,0.176,0.412
Seq_38507,0.118,0.176,0.412,0.0,0.118,0.118,0.412,0.118,0.471
Seq_38508,0.118,0.235,0.353,0.0,0.118,0.118,0.353,0.118,0.471
Seq_38509,0.118,0.176,0.412,0.0,0.118,0.118,0.353,0.118,0.412
Seq_38510,0.118,0.176,0.471,0.0,0.118,0.118,0.412,0.118,0.412
Seq_38511,0.118,0.235,0.412,0.0,0.118,0.118,0.353,0.118,0.412
Seq_38512,0.118,0.235,0.471,0.0,0.118,0.118,0.412,0.118,0.353
Seq_38513,0.118,0.235,0.471,0.0,0.118,0.118,0.412,0.118,0.412
Seq_38514,0.118,0.176,0.529,0.0,0.059,0.118,0.471,0.118,0.412
Seq_38515,0.118,0.176,0.471,0.0,0.059,0.118,0.412,0.176,0.471
Seq_38516,0.059,0.235,0.471,0.0,0.059,0.059,0.471,0.118,0.529
Seq_38517,0.059,0.235,0.471,0.0,0.059,0.059,0.471,0.118,0.529
Seq_38518,0.059,0.294,0.412,0.0,0.059,0.059,0.412,0.118,0.471
Seq_38519,0.059,0.294,0.412,0.0,0.059,0.059,0.412,0.118,0.412
Seq_38520,0.059,0.353,0.412,0.0,0.059,0.059,0.471,0.118,0.412
Seq_38521,0.0,0.353,0.471,0.0,0.059,0.0,0.529,0.059,0.412
Seq_38522,0.0,0.294,0.471,0.0,0.0,0.0,0.529,0.059,0.412
Seq_38523,0.0,0.294,0.412,0.0,0.0,0.0,0.471,0.059,0.412
Seq_38524,0.0,0.294,0.412,0.0,0.0,0.0,0.529,0.059,0.412
Seq_38525,0.0,0.235,0.471,0.0,0.0,0.0,0.588,0.059,0.412
Seq_38526,0.0,0.294,0.412,0.0,0.059,0.0,0.529,0.059,0.412
Seq_38527,0.0,0.294,0.412,0.0,0.059,0.0,0.471,0.059,0.471
Seq_38528,0.0,0.294,0.412,0.0,0.059,0.0,0.529,0.059,0.471
Seq_38529,0.0,0.294,0.353,0.0,0.059,0.0,0.471,0.059,0.529
Seq_38530,0.0,0.294,0.412,0.0,0.059,0.0,0.471,0.059,0.529
Seq_38531,0.0,0.294,0.412,0.0,0.059,0.0,0.471,0.059,0.529
Seq_38532,0.0,0.294,0.412,0.0,0.059,0.0,0.471,0.0,0.471
Seq_38533,0.0,0.235,0.471,0.0,0.059,0.0,0.471,0.0,0.471
Seq_38534,0.0,0.235,0.529,0.0,0.059,0.0,0.529,0.0,0.471
Seq_38535,0.0,0.176,0.529,0.0,0.059,0.0,0.529,0.0,0.529
Seq_38536,0.0,0.176,0.529,0.0,0.059,0.0,0.529,0.0,0.529
Seq_38537,0.0,0.176,0.529,0.0,0.059,0.0,0.471,0.0,0.529
Seq_38538,0.0,0.235,0.471,0.0,0.059,0.0,0.471,0.0,0.588
Seq_38539,0.0,0.294,0.471,0.0,0.059,0.0,0.471,0.0,0.647
Seq_38540,0.0,0.294,0.529,0.0,0.059,0.0,0.529,0.0,0.647
Seq_38541,0.0,0.294,0.529,0.0,0.059,0.0,0.471,0.0,0.647
Seq_38542,0.0,0.353,0.471,0.0,0.118,0.0,0.412,0.0,0.647
Seq_38543,0.0,0.294,0.529,0.059,0.059,0.0,0.471,0.059,0.706
Seq_38544,0.0,0.353,0.471,0.059,0.118,0.0,0.471,0.059,0.647
Seq_38545,0.0,0.294,0.529,0.059,0.118,0.0,0.471,0.059,0.647
Seq_38546,0.0,0.294,0.588,0.059,0.118,0.0,0.529,0.059,0.647
Seq_38547,0.0,0.294,0.588,0.059,0.118,0.0,0.588,0.059,0.588
Seq_38548,0.0,0.294,0.588,0.059,0.118,0.0,0.529,0.059,0.647
Seq_38549,0.059,0.294,0.588,0.059,0.118,0.059,0.529,0.118,0.647
Seq_38550,0.118,0.294,0.529,0.059,0.118,0.118,0.471,0.176,0.588
Seq_38551,0.176,0.294,0.471,0.059,0.118,0.176,0.412,0.235,0.588
Seq_38552,0.235,0.294,0.471,0.059,0.118,0.235,0.412,0.294,0.529
Seq_38553,0.235,0.294,0.412,0.059,0.118,0.235,0.353,0.294,0.588
Seq_38554,0.235,0.235,0.471,0.059,0.118,0.235,0.412,0.294,0.529
Seq_38555,0.235,0.176,0.529,0.059,0.118,0.235,0.412,0.294,0.471
Seq_38556,0.235,0.118,0.529,0.059,0.118,0.235,0.412,0.353,0.471
Seq_38557,0.294,0.118,0.471,0.059,0.118,0.294,0.353,0.412,0.412
Seq_38558,0.294,0.176,0.412,0.059,0.118,0.294,0.353,0.412,0.353
Seq_38559,0.294,0.176,0.412,0.059,0.059,0.294,0.412,0.412,0.412
Seq_38560,0.353,0.176,0.353,0.0,0.059,0.353,0.353,0.412,0.353
Seq_38561,0.353,0.118,0.353,0.0,0.0,0.353,0.353,0.412,0.412
Seq_38562,0.353,0.176,0.294,0.0,0.0,0.353,0.353,0.412,0.412
Seq_38563,0.412,0.176,0.235,0.0,0.0,0.412,0.294,0.471,0.353
Seq_38564,0.412,0.176,0.176,0.0,0.0,0.412,0.235,0.471,0.353
Seq_38565,0.412,0.176,0.176,0.0,0.0,0.412,0.294,0.471,0.294
Seq_38566,0.353,0.235,0.176,0.0,0.0,0.353,0.294,0.412,0.294
Seq_38567,0.353,0.235,0.176,0.0,0.0,0.353,0.294,0.412,0.294
Seq_38568,0.294,0.235,0.235,0.0,0.0,0.294,0.353,0.353,0.294
Seq_38569,0.235,0.235,0.294,0.0,0.0,0.235,0.412,0.294,0.294
Seq_38570,0.235,0.235,0.294,0.0,0.0,0.235,0.412,0.294,0.294
Seq_38571,0.235,0.294,0.235,0.0,0.0,0.235,0.412,0.294,0.353
Seq_38572,0.235,0.353,0.176,0.0,0.059,0.235,0.353,0.294,0.353
Seq_38573,0.235,0.353,0.235,0.0,0.059,0.235,0.353,0.235,0.353
Seq_38574,0.176,0.353,0.294,0.0,0.059,0.176,0.412,0.176,0.353
Seq_38575,0.176,0.294,0.294,0.0,0.059,0.176,0.412,0.235,0.412
Seq_38576,0.176,0.235,0.353,0.0,0.059,0.176,0.412,0.235,0.353
Seq_38577,0.118,0.235,0.412,0.059,0.059,0.118,0.471,0.235,0.412
Seq_38578,0.118,0.235,0.471,0.059,0.059,0.118,0.529,0.235,0.353
Seq_38579,0.118,0.176,0.529,0.059,0.059,0.118,0.529,0.235,0.353
Seq_38580,0.059,0.235,0.529,0.059,0.059,0.059,0.588,0.176,0.412
Seq_38581,0.059,0.294,0.529,0.059,0.118,0.059,0.588,0.176,0.412
Seq_38582,0.059,0.294,0.529,0.059,0.118,0.059,0.588,0.176,0.471
Seq_38583,0.118,0.235,0.529,0.059,0.118,0.118,0.588,0.235,0.471
Seq_38584,0.059,0.235,0.529,0.059,0.118,0.059,0.588,0.176,0.529
Seq_38585,0.059,0.235,0.471,0.059,0.118,0.059,0.529,0.176,0.529
Seq_38586,0.059,0.235,0.471,0.059,0.118,0.059,0.529,0.176,0.529
Seq_38587,0.118,0.235,0.471,0.059,0.118,0.118,0.529,0.235,0.471
Seq_38588,0.118,0.235,0.471,0.059,0.118,0.118,0.471,0.235,0.471
Seq_38589,0.176,0.176,0.471,0.059,0.059,0.176,0.471,0.294,0.471
Seq_38590,0.176,0.235,0.412,0.059,0.059,0.176,0.529,0.294,0.471
Seq_38591,0.235,0.235,0.353,0.059,0.059,0.235,0.471,0.353,0.471
Seq_38592,0.235,0.235,0.412,0.059,0.059,0.235,0.529,0.294,0.471
Seq_38593,0.235,0.235,0.353,0.059,0.059,0.235,0.471,0.294,0.471
Seq_38594,0.235,0.294,0.294,0.0,0.059,0.235,0.412,0.235,0.412
Seq_38595,0.235,0.294,0.294,0.0,0.059,0.235,0.353,0.235,0.471
Seq_38596,0.294,0.294,0.235,0.0,0.059,0.294,0.294,0.294,0.412
Seq_38597,0.294,0.294,0.235,0.0,0.059,0.294,0.235,0.294,0.412
Seq_38598,0.353,0.235,0.235,0.0,0.0,0.353,0.235,0.353,0.412
Seq_38599,0.353,0.235,0.235,0.0,0.0,0.353,0.235,0.353,0.353
Seq_38600,0.294,0.235,0.294,0.0,0.0,0.294,0.294,0.294,0.353
Seq_38601,0.294,0.235,0.294,0.0,0.0,0.294,0.294,0.294,0.294
Seq_38602,0.294,0.235,0.353,0.0,0.0,0.294,0.353,0.294,0.353
Seq_38603,0.294,0.294,0.294,0.0,0.0,0.294,0.294,0.294,0.412
Seq_38604,0.235,0.353,0.294,0.0,0.0,0.235,0.294,0.235,0.471
Seq_38605,0.235,0.294,0.353,0.0,0.0,0.235,0.353,0.235,0.412
Seq_38606,0.176,0.294,0.353,0.0,0.0,0.176,0.353,0.235,0.471
Seq_38607,0.176,0.235,0.353,0.0,0.0,0.176,0.294,0.235,0.471
Seq_38608,0.118,0.294,0.353,0.0,0.0,0.118,0.294,0.176,0.529
Seq_38609,0.118,0.294,0.353,0.0,0.0,0.118,0.294,0.176,0.529
Seq_38610,0.118,0.294,0.412,0.0,0.0,0.118,0.353,0.176,0.588
Seq_38611,0.118,0.235,0.471,0.0,0.0,0.118,0.412,0.176,0.588
Seq_38612,0.176,0.235,0.412,0.0,0.0,0.176,0.412,0.235,0.529
Seq_38613,0.118,0.235,0.471,0.0,0.0,0.118,0.471,0.176,0.529
Seq_38614,0.118,0.176,0.529,0.0,0.0,0.118,0.529,0.176,0.529
Seq_38615,0.059,0.176,0.588,0.0,0.059,0.059,0.588,0.118,0.529
Seq_38616,0.059,0.176,0.588,0.0,0.059,0.059,0.529,0.118,0.588
Seq_38617,0.059,0.176,0.529,0.0,0.059,0.059,0.471,0.176,0.647
Seq_38618,0.059,0.176,0.588,0.0,0.059,0.059,0.529,0.176,0.647
Seq_38619,0.059,0.235,0.529,0.0,0.118,0.059,0.471,0.176,0.588
Seq_38620,0.059,0.176,0.588,0.0,0.118,0.059,0.529,0.176,0.588
Seq_38621,0.059,0.118,0.647,0.0,0.118,0.059,0.588,0.176,0.588
Seq_38622,0.059,0.118,0.647,0.0,0.176,0.059,0.588,0.176,0.588
Seq_38623,0.118,0.118,0.647,0.0,0.176,0.118,0.588,0.176,0.529
Seq_38624,0.176,0.118,0.647,0.0,0.176,0.176,0.588,0.235,0.471
Seq_38625,0.176,0.059,0.647,0.0,0.176,0.176,0.588,0.294,0.471
Seq_38626,0.176,0.059,0.647,0.059,0.176,0.176,0.588,0.353,0.471
Seq_38627,0.176,0.059,0.647,0.059,0.176,0.176,0.529,0.353,0.471
Seq_38628,0.176,0.059,0.647,0.059,0.176,0.176,0.529,0.353,0.529
Seq_38629,0.118,0.059,0.706,0.059,0.176,0.118,0.588,0.294,0.529
Seq_38630,0.118,0.118,0.647,0.059,0.176,0.118,0.588,0.294,0.588
Seq_38631,0.118,0.118,0.647,0.059,0.176,0.118,0.529,0.294,0.588
Seq_38632,0.118,0.176,0.588,0.059,0.118,0.118,0.471,0.294,0.647
Seq_38633,0.118,0.176,0.588,0.059,0.118,0.118,0.529,0.294,0.647
Seq_38634,0.118,0.176,0.647,0.059,0.118,0.118,0.588,0.235,0.647
Seq_38635,0.118,0.176,0.647,0.059,0.118,0.118,0.529,0.235,0.706
Seq_38636,0.118,0.176,0.647,0.059,0.059,0.118,0.588,0.235,0.765
Seq_38637,0.118,0.176,0.588,0.059,0.059,0.118,0.529,0.235,0.765
Seq_38638,0.118,0.176,0.588,0.118,0.059,0.118,0.529,0.294,0.765
Seq_38639,0.118,0.176,0.529,0.118,0.0,0.118,0.471,0.294,0.824
Seq_38640,0.059,0.176,0.588,0.118,0.0,0.059,0.529,0.235,0.824
Seq_38641,0.0,0.176,0.647,0.118,0.059,0.0,0.588,0.176,0.824
Seq_38642,0.0,0.176,0.706,0.118,0.118,0.0,0.647,0.118,0.765
Seq_38643,0.0,0.235,0.647,0.059,0.118,0.0,0.588,0.059,0.765
Seq_38644,0.059,0.235,0.588,0.059,0.118,0.059,0.588,0.118,0.706
Seq_38645,0.059,0.235,0.588,0.059,0.118,0.059,0.588,0.118,0.647
Seq_38646,0.059,0.235,0.588,0.118,0.118,0.059,0.588,0.176,0.706
Seq_38647,0.059,0.176,0.647,0.118,0.118,0.059,0.588,0.176,0.706
Seq_38648,0.059,0.176,0.647,0.118,0.118,0.059,0.647,0.176,0.647
Seq_38649,0.059,0.118,0.706,0.118,0.118,0.059,0.706,0.176,0.588
Seq_38650,0.059,0.118,0.647,0.118,0.118,0.059,0.647,0.176,0.529
Seq_38651,0.059,0.118,0.588,0.118,0.118,0.059,0.588,0.176,0.471
Seq_38652,0.118,0.118,0.529,0.118,0.118,0.118,0.588,0.235,0.412
Seq_38653,0.118,0.059,0.588,0.118,0.118,0.118,0.588,0.235,0.353
Seq_38654,0.118,0.059,0.647,0.118,0.176,0.118,0.647,0.235,0.294
Seq_38655,0.118,0.059,0.647,0.059,0.176,0.118,0.647,0.176,0.294
Seq_38656,0.118,0.059,0.706,0.059,0.235,0.118,0.706,0.176,0.235
Seq_38657,0.118,0.059,0.647,0.059,0.235,0.118,0.647,0.176,0.294
Seq_38658,0.118,0.118,0.588,0.059,0.235,0.118,0.588,0.176,0.294
Seq_38659,0.118,0.176,0.529,0.059,0.176,0.118,0.588,0.176,0.353
Seq_38660,0.118,0.118,0.588,0.059,0.176,0.118,0.588,0.176,0.353
Seq_38661,0.059,0.176,0.588,0.059,0.235,0.059,0.588,0.118,0.353
Seq_38662,0.059,0.176,0.529,0.059,0.235,0.059,0.529,0.118,0.412
Seq_38663,0.059,0.176,0.529,0.0,0.235,0.059,0.529,0.059,0.412
Seq_38664,0.059,0.235,0.471,0.0,0.235,0.059,0.471,0.059,0.412
Seq_38665,0.059,0.235,0.471,0.0,0.235,0.059,0.471,0.059,0.412
Seq_38666,0.059,0.294,0.412,0.0,0.235,0.059,0.412,0.059,0.471
Seq_38667,0.059,0.294,0.471,0.059,0.235,0.059,0.471,0.118,0.529
Seq_38668,0.059,0.294,0.529,0.059,0.235,0.059,0.529,0.118,0.588
Seq_38669,0.0,0.294,0.588,0.059,0.294,0.0,0.588,0.059,0.588
Seq_38670,0.0,0.294,0.588,0.059,0.353,0.0,0.588,0.059,0.588
Seq_38671,0.0,0.294,0.529,0.059,0.294,0.0,0.529,0.059,0.588
Seq_38672,0.0,0.294,0.529,0.059,0.294,0.0,0.529,0.059,0.588
Seq_38673,0.0,0.294,0.529,0.059,0.235,0.0,0.529,0.059,0.588
Seq_38674,0.059,0.294,0.529,0.059,0.235,0.059,0.529,0.118,0.529
Seq_38675,0.059,0.235,0.588,0.059,0.176,0.059,0.588,0.118,0.529
Seq_38676,0.059,0.176,0.647,0.059,0.176,0.059,0.588,0.118,0.529
Seq_38677,0.059,0.176,0.647,0.059,0.176,0.059,0.647,0.118,0.471
Seq_38678,0.059,0.118,0.647,0.059,0.118,0.059,0.647,0.118,0.471
Seq_38679,0.118,0.118,0.647,0.059,0.118,0.118,0.647,0.176,0.412
Seq_38680,0.118,0.118,0.647,0.059,0.118,0.118,0.647,0.176,0.353
Seq_38681,0.118,0.059,0.706,0.059,0.118,0.118,0.647,0.176,0.353
Seq_38682,0.118,0.059,0.706,0.059,0.176,0.118,0.647,0.176,0.353
Seq_38683,0.118,0.0,0.765,0.059,0.176,0.118,0.647,0.176,0.353
Seq_38684,0.118,0.0,0.706,0.0,0.176,0.118,0.588,0.118,0.353
Seq_38685,0.176,0.0,0.647,0.0,0.176,0.176,0.529,0.176,0.294
Seq_38686,0.176,0.0,0.647,0.0,0.118,0.176,0.529,0.176,0.353
Seq_38687,0.176,0.0,0.588,0.0,0.059,0.176,0.471,0.176,0.412
Seq_38688,0.176,0.059,0.588,0.0,0.118,0.176,0.471,0.176,0.412
Seq_38689,0.176,0.059,0.588,0.0,0.118,0.176,0.471,0.176,0.353
Seq_38690,0.176,0.059,0.529,0.0,0.118,0.176,0.412,0.176,0.412
Seq_38691,0.118,0.118,0.529,0.0,0.176,0.118,0.412,0.118,0.412
Seq_38692,0.118,0.118,0.529,0.0,0.176,0.118,0.412,0.118,0.412
Seq_38693,0.118,0.118,0.471,0.0,0.176,0.118,0.353,0.176,0.412
Seq_38694,0.176,0.118,0.412,0.0,0.176,0.176,0.294,0.235,0.412
Seq_38695,0.176,0.176,0.412,0.0,0.176,0.176,0.294,0.235,0.471
Seq_38696,0.176,0.176,0.412,0.0,0.176,0.176,0.294,0.235,0.471
Seq_38697,0.235,0.176,0.353,0.0,0.176,0.235,0.235,0.294,0.471
Seq_38698,0.235,0.176,0.353,0.0,0.176,0.235,0.294,0.294,0.412
Seq_38699,0.235,0.235,0.294,0.0,0.176,0.235,0.235,0.294,0.412
Seq_38700,0.294,0.235,0.235,0.0,0.176,0.294,0.235,0.353,0.353
Seq_38701,0.294,0.235,0.235,0.0,0.176,0.294,0.235,0.412,0.353
Seq_38702,0.294,0.235,0.235,0.0,0.176,0.294,0.235,0.412,0.353
Seq_38703,0.294,0.294,0.176,0.0,0.176,0.294,0.235,0.412,0.353
Seq_38704,0.294,0.353,0.176,0.0,0.235,0.294,0.235,0.412,0.294
Seq_38705,0.294,0.353,0.176,0.0,0.176,0.294,0.294,0.412,0.353
Seq_38706,0.294,0.353,0.176,0.0,0.176,0.294,0.294,0.412,0.412
Seq_38707,0.353,0.353,0.176,0.0,0.176,0.353,0.294,0.471,0.353
Seq_38708,0.353,0.294,0.235,0.0,0.118,0.353,0.294,0.471,0.412
Seq_38709,0.353,0.294,0.235,0.0,0.118,0.353,0.235,0.471,0.471
Seq_38710,0.353,0.294,0.294,0.0,0.118,0.353,0.294,0.412,0.412
Seq_38711,0.294,0.294,0.353,0.059,0.118,0.294,0.353,0.412,0.471
Seq_38712,0.294,0.294,0.353,0.059,0.118,0.294,0.353,0.412,0.471
Seq_38713,0.235,0.294,0.412,0.059,0.118,0.235,0.353,0.353,0.529
Seq_38714,0.176,0.353,0.412,0.059,0.118,0.176,0.412,0.294,0.588
Seq_38715,0.176,0.412,0.353,0.059,0.118,0.176,0.353,0.294,0.647
Seq_38716,0.176,0.353,0.412,0.059,0.059,0.176,0.353,0.294,0.706
Seq_38717,0.118,0.412,0.412,0.059,0.059,0.118,0.412,0.235,0.765
Seq_38718,0.118,0.471,0.412,0.059,0.059,0.118,0.412,0.176,0.765
Seq_38719,0.059,0.471,0.471,0.059,0.059,0.059,0.471,0.118,0.765
Seq_38720,0.059,0.412,0.529,0.059,0.118,0.059,0.471,0.118,0.706
Seq_38721,0.059,0.353,0.529,0.059,0.059,0.059,0.471,0.176,0.765
Seq_38722,0.059,0.353,0.529,0.059,0.059,0.059,0.412,0.176,0.765
Seq_38723,0.059,0.353,0.529,0.059,0.059,0.059,0.412,0.176,0.706
Seq_38724,0.0,0.353,0.588,0.059,0.059,0.0,0.471,0.118,0.706
Seq_38725,0.0,0.353,0.529,0.059,0.059,0.0,0.471,0.176,0.706
Seq_38726,0.0,0.353,0.471,0.059,0.059,0.0,0.471,0.235,0.706
Seq_38727,0.0,0.353,0.471,0.059,0.059,0.0,0.471,0.235,0.706
Seq_38728,0.0,0.353,0.471,0.0,0.059,0.0,0.471,0.176,0.647
Seq_38729,0.0,0.294,0.529,0.0,0.059,0.0,0.529,0.176,0.588
Seq_38730,0.059,0.294,0.471,0.0,0.059,0.059,0.529,0.235,0.529
Seq_38731,0.059,0.294,0.471,0.0,0.059,0.059,0.529,0.235,0.529
Seq_38732,0.059,0.235,0.529,0.0,0.059,0.059,0.588,0.235,0.471
Seq_38733,0.059,0.235,0.529,0.0,0.059,0.059,0.647,0.235,0.412
Seq_38734,0.059,0.176,0.588,0.0,0.059,0.059,0.647,0.235,0.353
Seq_38735,0.118,0.118,0.588,0.0,0.059,0.118,0.647,0.294,0.294
Seq_38736,0.118,0.176,0.529,0.0,0.059,0.118,0.647,0.294,0.353
Seq_38737,0.118,0.235,0.471,0.0,0.059,0.118,0.588,0.294,0.353
Seq_38738,0.176,0.235,0.471,0.0,0.059,0.176,0.588,0.294,0.294
Seq_38739,0.176,0.176,0.529,0.0,0.059,0.176,0.588,0.294,0.294
Seq_38740,0.176,0.176,0.529,0.0,0.059,0.176,0.588,0.294,0.294
Seq_38741,0.176,0.176,0.471,0.0,0.059,0.176,0.529,0.294,0.353
Seq_38742,0.176,0.176,0.529,0.0,0.059,0.176,0.588,0.235,0.294
Seq_38743,0.176,0.176,0.529,0.0,0.059,0.176,0.588,0.176,0.294
Seq_38744,0.235,0.176,0.471,0.0,0.059,0.235,0.529,0.235,0.294
Seq_38745,0.235,0.176,0.471,0.0,0.059,0.235,0.529,0.235,0.294
Seq_38746,0.294,0.176,0.412,0.0,0.059,0.294,0.471,0.294,0.294
Seq_38747,0.235,0.176,0.471,0.0,0.059,0.235,0.529,0.235,0.294
Seq_38748,0.235,0.118,0.529,0.0,0.059,0.235,0.529,0.235,0.235
Seq_38749,0.235,0.118,0.529,0.0,0.059,0.235,0.529,0.235,0.294
Seq_38750,0.235,0.176,0.471,0.0,0.118,0.235,0.471,0.235,0.294
Seq_38751,0.235,0.176,0.471,0.0,0.118,0.235,0.412,0.235,0.353
Seq_38752,0.176,0.176,0.471,0.0,0.118,0.176,0.412,0.176,0.412
Seq_38753,0.176,0.118,0.471,0.0,0.118,0.176,0.353,0.176,0.412
Seq_38754,0.176,0.059,0.529,0.0,0.059,0.176,0.412,0.176,0.471
Seq_38755,0.118,0.059,0.588,0.0,0.059,0.118,0.471,0.118,0.471
Seq_38756,0.118,0.059,0.588,0.0,0.059,0.118,0.529,0.118,0.471
Seq_38757,0.118,0.118,0.529,0.0,0.059,0.118,0.471,0.118,0.529
Seq_38758,0.118,0.176,0.529,0.0,0.118,0.118,0.471,0.118,0.471
Seq_38759,0.118,0.176,0.529,0.059,0.118,0.118,0.471,0.176,0.529
Seq_38760,0.176,0.176,0.529,0.059,0.118,0.176,0.471,0.235,0.471
Seq_38761,0.118,0.176,0.529,0.059,0.118,0.118,0.471,0.176,0.471
Seq_38762,0.118,0.176,0.529,0.059,0.118,0.118,0.471,0.176,0.529
Seq_38763,0.059,0.176,0.529,0.059,0.118,0.059,0.471,0.118,0.588
Seq_38764,0.059,0.176,0.529,0.059,0.118,0.059,0.471,0.118,0.647
Seq_38765,0.059,0.235,0.471,0.059,0.118,0.059,0.412,0.118,0.706
Seq_38766,0.059,0.235,0.471,0.059,0.118,0.059,0.412,0.118,0.647
Seq_38767,0.059,0.176,0.529,0.059,0.059,0.059,0.471,0.118,0.647
Seq_38768,0.059,0.176,0.529,0.059,0.059,0.059,0.529,0.118,0.647
Seq_38769,0.059,0.235,0.529,0.059,0.059,0.059,0.529,0.118,0.588
Seq_38770,0.059,0.294,0.529,0.059,0.059,0.059,0.529,0.118,0.588
Seq_38771,0.059,0.294,0.529,0.059,0.059,0.059,0.471,0.118,0.588
Seq_38772,0.118,0.294,0.471,0.059,0.059,0.118,0.412,0.176,0.588
Seq_38773,0.118,0.294,0.412,0.059,0.059,0.118,0.353,0.176,0.588
Seq_38774,0.118,0.294,0.412,0.059,0.118,0.118,0.353,0.176,0.529
Seq_38775,0.118,0.235,0.471,0.059,0.059,0.118,0.353,0.176,0.588
Seq_38776,0.118,0.235,0.471,0.0,0.059,0.118,0.353,0.118,0.529
Seq_38777,0.059,0.294,0.471,0.0,0.059,0.059,0.412,0.059,0.588
Seq_38778,0.059,0.294,0.529,0.0,0.059,0.059,0.471,0.059,0.588
Seq_38779,0.059,0.353,0.471,0.0,0.059,0.059,0.471,0.059,0.588
Seq_38780,0.059,0.353,0.529,0.059,0.059,0.059,0.529,0.118,0.588
Seq_38781,0.059,0.353,0.529,0.059,0.059,0.059,0.529,0.118,0.588
Seq_38782,0.059,0.294,0.529,0.059,0.059,0.059,0.529,0.118,0.588
Seq_38783,0.118,0.294,0.471,0.059,0.059,0.118,0.471,0.176,0.588
Seq_38784,0.118,0.353,0.412,0.059,0.059,0.118,0.412,0.176,0.647
Seq_38785,0.118,0.353,0.412,0.059,0.059,0.118,0.412,0.176,0.647
Seq_38786,0.118,0.353,0.412,0.059,0.059,0.118,0.471,0.176,0.706
Seq_38787,0.118,0.294,0.471,0.059,0.118,0.118,0.529,0.176,0.647
Seq_38788,0.118,0.294,0.412,0.059,0.118,0.118,0.529,0.176,0.588
Seq_38789,0.059,0.353,0.412,0.059,0.118,0.059,0.588,0.118,0.647
Seq_38790,0.059,0.353,0.471,0.059,0.118,0.059,0.647,0.118,0.647
Seq_38791,0.059,0.353,0.471,0.059,0.059,0.059,0.706,0.118,0.706
Seq_38792,0.059,0.353,0.471,0.059,0.118,0.059,0.765,0.118,0.647
Seq_38793,0.059,0.353,0.412,0.059,0.118,0.059,0.706,0.118,0.647
Seq_38794,0.059,0.294,0.412,0.059,0.118,0.059,0.647,0.176,0.647
Seq_38795,0.059,0.294,0.412,0.059,0.118,0.059,0.647,0.176,0.706
Seq_38796,0.059,0.294,0.412,0.059,0.118,0.059,0.647,0.176,0.706
Seq_38797,0.059,0.294,0.412,0.0,0.176,0.059,0.647,0.118,0.647
Seq_38798,0.059,0.294,0.412,0.0,0.176,0.059,0.647,0.118,0.588
Seq_38799,0.118,0.294,0.412,0.0,0.176,0.118,0.647,0.176,0.529
Seq_38800,0.118,0.294,0.412,0.0,0.176,0.118,0.647,0.176,0.529
Seq_38801,0.118,0.235,0.471,0.0,0.235,0.118,0.706,0.176,0.471
Seq_38802,0.118,0.235,0.471,0.0,0.294,0.118,0.706,0.176,0.412
Seq_38803,0.176,0.176,0.471,0.0,0.294,0.176,0.647,0.235,0.353
Seq_38804,0.176,0.176,0.471,0.0,0.235,0.176,0.647,0.235,0.412
Seq_38805,0.176,0.176,0.471,0.0,0.235,0.176,0.647,0.235,0.471
Seq_38806,0.176,0.118,0.471,0.0,0.235,0.176,0.588,0.235,0.412
Seq_38807,0.235,0.118,0.412,0.0,0.235,0.235,0.529,0.294,0.353
Seq_38808,0.235,0.118,0.412,0.0,0.294,0.235,0.471,0.294,0.294
Seq_38809,0.235,0.118,0.412,0.059,0.235,0.235,0.471,0.353,0.353
Seq_38810,0.235,0.118,0.471,0.059,0.294,0.235,0.529,0.353,0.353
Seq_38811,0.235,0.118,0.529,0.059,0.294,0.235,0.588,0.294,0.294
Seq_38812,0.235,0.118,0.529,0.059,0.294,0.235,0.588,0.294,0.235
Seq_38813,0.294,0.059,0.529,0.059,0.294,0.294,0.529,0.353,0.176
Seq_38814,0.294,0.059,0.529,0.118,0.235,0.294,0.529,0.412,0.235
Seq_38815,0.294,0.059,0.529,0.118,0.235,0.294,0.529,0.412,0.294
Seq_38816,0.235,0.059,0.588,0.118,0.235,0.235,0.588,0.353,0.294
Seq_38817,0.176,0.059,0.647,0.176,0.235,0.176,0.647,0.353,0.353
Seq_38818,0.176,0.059,0.647,0.176,0.176,0.176,0.647,0.353,0.353
Seq_38819,0.235,0.059,0.588,0.176,0.118,0.235,0.588,0.412,0.353
Seq_38820,0.176,0.059,0.588,0.176,0.118,0.176,0.588,0.353,0.353
Seq_38821,0.176,0.059,0.588,0.176,0.118,0.176,0.588,0.353,0.294
Seq_38822,0.235,0.059,0.588,0.176,0.118,0.235,0.588,0.412,0.235
Seq_38823,0.235,0.059,0.588,0.176,0.118,0.235,0.588,0.412,0.235
Seq_38824,0.176,0.118,0.588,0.176,0.118,0.176,0.588,0.353,0.294
Seq_38825,0.176,0.059,0.647,0.176,0.059,0.176,0.647,0.353,0.294
